id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
272422050,2007,1,regular,2007-08-30T23:00:00.000Z,,false,true,7885,3919,Scheumann Stadium,2050,Ball State,Mid-American,13,3,0,3,7,,1442,1439,193,Miami (OH),Mid-American,14,0,7,0,7,,1398,1401,,,
272422132,2007,1,regular,2007-08-30T23:00:00.000Z,,false,false,20223,3854,Nippert Stadium,2132,Cincinnati,Big East,59,6,13,20,20,,,,2546,Southeast Missouri State,,3,0,3,0,0,,,,,,
272422433,2007,1,regular,2007-08-30T23:00:00.000Z,,false,false,22022,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,17,10,7,0,0,,1371,1345,202,Tulsa,Conference USA,35,14,0,14,7,,1544,1570,,,
272420164,2007,1,regular,2007-08-30T23:00:00.000Z,,false,false,43091,3754,High Point Solutions Stadium,164,Rutgers,Big East,38,21,7,7,3,,1677,1719,2084,Buffalo,Mid-American,3,0,0,3,0,,1221,1179,,,
272420097,2007,1,regular,2007-08-30T23:30:00.000Z,,false,false,0,3873,Papa John's Cardinal Stadium,97,Louisville,Big East,73,28,21,21,3,,,,93,Murray State,,10,7,3,0,0,,,,,,
272420066,2007,1,regular,2007-08-31T00:00:00.000Z,,false,false,47313,3772,Jack Trice Stadium,66,Iowa State,Big 12,14,0,7,7,0,,1430,1403,2309,Kent State,Mid-American,23,0,9,14,0,,1333,1360,,,
272420166,2007,1,regular,2007-08-31T00:00:00.000Z,,false,false,12682,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,35,7,14,14,0,,,,2545,Southeastern Louisiana,,14,7,0,0,7,,,,,,
272420344,2007,1,regular,2007-08-31T00:00:00.000Z,,false,true,50112,3693,Davis Wade Stadium,344,Mississippi State,SEC,0,0,0,0,0,,1403,1332,99,LSU,SEC,45,3,14,14,14,,1885,1956,,,
272420328,2007,1,regular,2007-08-31T00:05:00.000Z,,false,false,15102,3905,Romney Stadium,328,Utah State,Western Athletic,16,0,10,0,6,,1077,1076,2439,UNLV,Mountain West,23,3,0,6,14,,1234,1235,,,
272420068,2007,1,regular,2007-08-31T01:05:00.000Z,,false,false,30278,3653,Albertsons Stadium,68,Boise State,Western Athletic,56,28,21,7,0,,,,2692,Weber State,,7,0,0,7,0,,,,,,
