id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
282412199,2008,1,regular,2008-08-28T23:00:00.000Z,,false,false,17494,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,52,14,14,14,10,,,,282,Indiana State,,0,0,0,0,0,,,,,,
282412117,2008,1,regular,2008-08-28T23:00:00.000Z,,false,false,19732,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,31,3,14,7,7,,,,2197,Eastern Illinois,,12,3,0,3,6,,,,,,
282412050,2008,1,regular,2008-08-28T23:00:00.000Z,,false,false,13068,3919,Scheumann Stadium,2050,Ball State,Mid-American,48,7,24,7,10,,,,111,Northeastern,,14,0,7,0,7,,,,,,
282412084,2008,1,regular,2008-08-28T23:00:00.000Z,,false,false,16656,3965,UB Stadium,2084,Buffalo,Mid-American,42,14,7,7,14,,1343,1405,2638,UTEP,Conference USA,17,0,14,3,0,,1333,1271,,,
282412393,2008,1,regular,2008-08-28T23:30:00.000Z,,false,true,22307,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Sun Belt,17,3,0,0,14,,1355,1341,2653,Troy,Sun Belt,31,7,10,7,7,,1550,1564,,,
282410193,2008,1,regular,2008-08-28T23:30:00.000Z,,false,false,18398,3996,Yager Stadium,193,Miami (OH),Mid-American,13,3,7,3,0,,1332,1294,238,Vanderbilt,SEC,34,17,10,0,7,,1471,1509,,,
282412390,2008,1,regular,2008-08-28T23:30:00.000Z,,false,false,48119,3948,Hard Rock Stadium,2390,Miami,ACC,52,21,7,14,10,,,,2127,Charleston Southern,,7,0,0,7,0,,,,,,
282412132,2008,1,regular,2008-08-28T23:30:00.000Z,,false,false,26913,3854,Nippert Stadium,2132,Cincinnati,Big East,40,6,20,14,0,,,,2198,Eastern Kentucky,,7,0,0,7,0,,,,,,
282410059,2008,1,regular,2008-08-28T23:30:00.000Z,,false,false,45706,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,41,14,13,7,7,,,,55,Jacksonville State,,14,0,0,7,7,,,,,,
282410041,2008,1,regular,2008-08-28T23:30:00.000Z,,false,false,37583,3892,Rentschler Field,41,Connecticut,Big East,35,14,14,0,7,,,,2275,Hofstra,,3,0,0,3,0,,,,,,
282410066,2008,1,regular,2008-08-29T00:00:00.000Z,,false,false,46617,3772,Jack Trice Stadium,66,Iowa State,Big 12,44,10,10,14,10,,,,2571,South Dakota State,,17,0,0,3,14,,,,,,
282412579,2008,1,regular,2008-08-29T00:00:00.000Z,,false,false,80616,3994,Williams-Brice Stadium,2579,South Carolina,SEC,34,0,3,10,21,,1595,1663,152,NC State,ACC,0,0,0,0,0,,1388,1320,,,
282410239,2008,1,regular,2008-08-29T00:10:00.000Z,,false,false,30633,3724,Floyd Casey Stadium,239,Baylor,Big 12,13,0,6,0,7,,1281,1244,154,Wake Forest,ACC,41,10,10,14,7,,1621,1658,,,
282410024,2008,1,regular,2008-08-29T01:00:00.000Z,,false,true,30223,3940,Stanford Stadium,24,Stanford,Pac-10,36,0,17,5,14,,1383,1410,204,Oregon State,Pac-10,28,0,17,3,8,,1611,1584,,,
282420349,2008,1,regular,2008-08-29T23:00:00.000Z,,false,false,21822,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,7,0,0,7,0,,1243,1163,218,Temple,Mid-American,35,14,7,7,7,,1223,1303,,,
282420242,2008,1,regular,2008-08-30T00:00:00.000Z,,false,true,23164,3895,Rice Stadium,242,Rice,Conference USA,56,14,14,28,0,,1302,1379,2567,SMU,Conference USA,27,13,0,7,7,,1305,1228,,,
282430099,2008,1,regular,2008-08-30T15:00:00.000Z,,false,false,91922,3958,Tiger Stadium,99,LSU,SEC,41,14,17,3,7,,1860,1888,2026,Appalachian State,,13,0,0,7,6,,1454,1426,,,
282430213,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,106577,3632,Beaver Stadium,213,Penn State,Big Ten,66,14,24,21,7,,1719,1862,324,Coastal Carolina,,10,0,7,0,3,,1500,1357,,,
282430194,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,105011,3861,Ohio Stadium,194,Ohio State,Big Ten,43,13,13,7,10,,,,2754,Youngstown State,,0,0,0,0,0,,,,,,
282430221,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,45063,3752,Heinz Field,221,Pittsburgh,Big East,17,7,10,0,0,,1538,1499,189,Bowling Green,Mid-American,27,0,14,6,7,,1339,1378,,,
282430077,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,20015,3911,Ryan Field,77,Northwestern,Big Ten,30,0,9,14,7,,1403,1439,183,Syracuse,Big East,10,3,0,7,0,,1301,1265,,,
282430275,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,80910,347,Camp Randall Stadium,275,Wisconsin,Big Ten,38,14,3,14,7,,1697,1709,2006,Akron,Mid-American,17,0,10,0,7,,1305,1293,,,
282430084,2008,1,regular,2008-08-30T16:00:00.000Z,,false,false,30067,3830,Memorial Stadium,84,Indiana,Big Ten,31,10,7,7,7,,1480,1507,98,Western Kentucky,FBS Independents,13,0,0,6,7,,1344,1317,,,
282430151,2008,1,regular,2008-08-30T16:00:00.000Z,,true,false,72169,,,151,East Carolina,Conference USA,27,0,7,6,14,,1473,1503,259,Virginia Tech,ACC,22,0,14,2,6,,1770,1740,,,
282432294,2008,1,regular,2008-08-30T16:05:00.000Z,,false,false,70585,3793,Kinnick Stadium,2294,Iowa,Big Ten,46,14,8,3,21,,,,311,Maine,,3,0,3,0,0,,,,,,
282430061,2008,1,regular,2008-08-30T16:30:00.000Z,,false,false,92746,3917,Sanford Stadium,61,Georgia,SEC,45,10,14,14,7,,1775,1804,290,Georgia Southern,,21,0,0,7,14,,1484,1455,,,
282430057,2008,1,regular,2008-08-30T16:30:00.000Z,,false,false,90575,3634,Ben Hill Griffin Stadium,57,Florida,SEC,56,0,28,28,0,,1823,1935,62,Hawai'i,Western Athletic,10,0,0,0,10,,1635,1523,,,
282432751,2008,1,regular,2008-08-30T18:00:00.000Z,,false,false,20430,3984,War Memorial Stadium,2751,Wyoming,Mountain West,21,7,7,0,7,,1361,1362,195,Ohio,Mid-American,20,7,10,0,3,,1372,1371,,,
282432005,2008,1,regular,2008-08-30T18:00:00.000Z,,false,false,39180,3713,Falcon Stadium,2005,Air Force,Mountain West,41,9,12,13,7,,,,253,Southern Utah,,7,0,0,7,0,,,,,,
282430277,2008,1,regular,2008-08-30T19:30:00.000Z,,false,false,60566,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,48,7,17,10,14,,,,222,Villanova,,21,0,7,0,14,,,,,,
282432426,2008,1,regular,2008-08-30T19:30:00.000Z,,false,false,31613,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,41,14,10,7,10,,,,119,Towson,,13,0,13,0,0,,,,,,
282430258,2008,1,regular,2008-08-30T19:30:00.000Z,,false,false,64947,3923,Scott Stadium,258,Virginia,ACC,7,7,0,0,0,,1635,1529,30,USC,Pac-10,52,21,3,14,14,,1858,1964,,,
282430130,2008,1,regular,2008-08-30T19:30:00.000Z,,false,true,108421,3558,Michigan Stadium,130,Michigan,Big Ten,23,10,0,0,13,,1693,1689,254,Utah,Mountain West,25,6,16,3,0,,1673,1677,,,
282430265,2008,1,regular,2008-08-30T19:30:00.000Z,,false,false,50830,,,265,Washington State,Pac-10,13,0,0,6,7,,1430,1382,197,Oklahoma State,Big 12,39,3,12,10,14,,1618,1666,,,
282430120,2008,1,regular,2008-08-30T19:45:00.000Z,,false,false,49119,3665,Maryland Stadium,120,Maryland,ACC,14,0,7,7,0,,,,48,Delaware,,7,0,0,0,7,,,,,,
282430005,2008,1,regular,2008-08-30T20:00:00.000Z,,false,true,19672,3803,Legion Field,5,UAB,Conference USA,22,13,9,0,0,,1210,1197,202,Tulsa,Conference USA,45,7,14,14,10,,1646,1659,,,
282430276,2008,1,regular,2008-08-30T20:30:00.000Z,,false,false,25661,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,35,7,7,14,7,,,,2287,Illinois State,,10,7,0,3,0,,,,,,
282430153,2008,1,regular,2008-08-30T22:00:00.000Z,,false,false,58000,3787,Kenan Memorial Stadium,153,North Carolina,ACC,35,7,7,7,14,,,,2377,McNeese,,27,0,14,6,7,,,,,,
282430252,2008,1,regular,2008-08-30T22:00:00.000Z,,false,false,64108,3801,LaVell Edwards Stadium,252,BYU,Mountain West,41,14,13,0,14,,,,2460,Northern Iowa,,17,3,0,14,0,,,,,,
282430167,2008,1,regular,2008-08-30T22:00:00.000Z,,false,true,31583,3971,University Stadium,167,New Mexico,Mountain West,3,0,0,3,0,,1514,1471,2628,TCU,Mountain West,26,16,0,0,10,,1661,1704,,,
282432116,2008,1,regular,2008-08-30T22:06:00.000Z,,false,false,42126,3652,Bright House Networks Stadium,2116,UCF,Conference USA,17,0,7,0,10,,,,2569,South Carolina State,,0,0,0,0,0,,,,,,
282432348,2008,1,regular,2008-08-30T22:45:00.000Z,,false,false,0,3776,Joe Aillet Stadium,2348,Louisiana Tech,Western Athletic,22,3,6,10,3,,1223,1254,344,Mississippi State,SEC,14,7,7,0,0,,1503,1472,,,
282430251,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,98053,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,52,14,14,14,10,,1776,1847,2226,Florida Atlantic,Sun Belt,10,0,10,0,0,,1383,1312,,,
282430002,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,87451,3785,Jordan-Hare Stadium,2,Auburn,SEC,34,14,3,10,7,,1637,1697,2433,Louisiana Monroe,Sun Belt,0,0,0,0,0,,1361,1301,,,
282430135,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,44029,,,135,Minnesota,Big Ten,31,7,3,14,7,,1442,1440,2459,Northern Illinois,Mid-American,27,0,10,10,7,,1274,1276,,,
282430158,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,84485,3834,Memorial Stadium,158,Nebraska,Big 12,47,14,20,10,3,,1550,1591,2711,Western Michigan,Mid-American,24,0,10,7,7,,1403,1362,,,
282430145,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,56127,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,41,14,13,7,7,,1408,1437,235,Memphis,Conference USA,24,7,3,0,14,,1326,1297,,,
282432572,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,32792,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,51,14,20,10,7,,1516,1563,309,Louisiana,Sun Belt,21,0,14,0,7,,1239,1192,,,
282430248,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,26555,453,Robertson Stadium,248,Houston,Conference USA,55,7,31,10,7,,,,2582,Southern,,3,0,3,0,0,,,,,,
282430201,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,84715,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,57,27,23,7,0,,,,236,Chattanooga,,2,0,0,2,0,,,,,,
282432641,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,49887,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,49,20,8,7,14,,,,331,Eastern Washington,,24,0,17,7,0,,,,,,
282430058,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,48058,3886,Raymond James Stadium,58,South Florida,Big East,56,28,7,7,14,,,,2630,UT Martin,,7,0,0,7,0,,,,,,
282430008,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,70537,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,28,0,7,7,14,,,,2710,Western Illinois,,24,3,7,7,7,,,,,,
282430150,2008,1,regular,2008-08-30T23:00:00.000Z,,false,false,32571,3982,Wallace Wade Stadium,150,Duke,ACC,31,7,7,17,0,,,,256,James Madison,,7,7,0,0,0,,,,,,
282430245,2008,1,regular,2008-08-30T23:05:00.000Z,,false,false,78691,3795,Kyle Field,245,Texas A&M,Big 12,14,7,7,0,0,,1608,1581,2032,Arkansas State,Sun Belt,18,3,0,6,9,,1323,1350,,,
282432306,2008,1,regular,2008-08-30T23:05:00.000Z,,false,false,45150,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,45,14,14,14,3,,1494,1557,249,North Texas,Sun Belt,6,0,0,6,0,,1111,1048,,,
282432305,2008,1,regular,2008-08-30T23:05:00.000Z,,false,false,52112,3833,Memorial Stadium,2305,Kansas,Big 12,40,7,23,10,0,,1810,1813,2229,Florida International,Sun Belt,10,0,10,0,0,,1093,1090,,,
282432309,2008,1,regular,2008-08-30T23:30:00.000Z,,false,false,10788,,,2309,Kent State,Mid-American,0,0,0,0,0,,1275,1262,103,Boston College,ACC,21,14,0,0,7,,1657,1670,,,
282430025,2008,1,regular,2008-08-31T00:00:00.000Z,,false,true,62956,3831,California Memorial Stadium,25,California,Pac-10,38,7,10,7,14,,1616,1626,127,Michigan State,Big Ten,31,0,7,7,17,,1622,1612,,,
282430228,2008,1,regular,2008-08-31T00:00:00.000Z,,true,false,70097,3495,Georgia Dome,228,Clemson,ACC,10,0,3,7,0,,1778,1699,333,Alabama,SEC,34,13,10,8,3,,1583,1662,,,
282430068,2008,1,regular,2008-08-31T00:00:00.000Z,,false,false,32318,3653,Albertsons Stadium,68,Boise State,Western Athletic,49,7,21,14,7,,,,304,Idaho State,,7,0,7,0,0,,,,,,
282430023,2008,1,regular,2008-08-31T00:00:00.000Z,,false,false,18730,3935,Spartan Stadium,23,San José State,Western Athletic,13,0,0,6,7,,,,302,UC Davis,,10,10,0,0,0,,,,,,
